AA11,AA12,a,b,bn,bs,city,commid,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,mark,msg,note,p,pimg,pu,punit,r,reid,s,sq,t,tp,tunit,twn,type,unit,v
住,,湳雅街０３０９號６樓#湳雅街３０９號６樓,華廈(10層含以下有電梯),,61.92%,O,,,111/11/29,有,,六層/七層,,27,3382,2,1,0,24.822646375437607,120.97619811009463,有,,總價/總面積,,"228,202",bt_06.png,住家用,1,28,,14.24,mfIPZEZlbQb4VjVT47auWfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"3,250,000",1,O01,Biz,2,1房1廳1衛
住,,龍山東路０１７１號四樓#龍山東路１７１號四樓,住宅大樓(11層含以上有電梯),,41.09%,O,,,111/11/19,有,47.34%,四層/十三層,,11,3383,3,1,1,24.788049866323068,121.01487452580282,有,,總價/總面積,陽台外推;,"452,734",bt_05.png,住家用,1,38,,36.00,JwDKmwWsJyKpMIcA1FsU/fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,300,000",1,O01,Biz,2,2房2廳2衛
其他,,高峰路３８６巷１００弄００６６號#高峰路３８６巷１００弄６６號,透天厝,麗緻天尊,,O,mM0jHsC7Wv2k7+irHf52kfPJxFjSDt/iFD+qSYGSt/Q=,,111/11/09,無,,全/四層,,19,3384,7,1,0,24.779182905777223,120.97834248900259,無,,總價/總面積,陽台外推;夾層;其他增建;,,bt_02.png,住家用,1,85,,195.97,mM0jHsC7Wv2k7+irHf52kfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"41,600,000",1,O01,Biz,2,7房3廳6衛
,水利用地,中華路六段０６８８號#中華路六段６８８號,透天厝,,,O,,,111/11/10,無,,全/三層,,,3385,4,1,0,24.73034296442879,120.91616185921157,無,,總價/總面積,本案買賣價金為賣方實得價款，所有稅、費概由買方負擔。,,bt_02.png,商業用,1,46,,11.91,rvUbVancduz6lPcyg+JX2PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"4,300,000",1,O01,Biz,2,6房2衛
商,,中正路０９６巷０００８號６樓之１#中正路９６巷８號６樓之１,華廈(10層含以下有電梯),,62.64%,O,,,111/11/30,有,,六層/八層,,23,3386,1,1,0,24.805527023681982,120.9699994954708,無,,總價/總面積,陽台外推;其他增建;,"207,031",bt_06.png,商業用,1,17,,26.81,lWi6sPqXxWGKdhHRoOkyKPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,550,000",1,O01,Biz,2,1廳1衛
商,,中正路０９６巷０００８號６樓之２#中正路９６巷８號６樓之２,華廈(10層含以下有電梯),,83.75%,O,,,111/11/30,有,,六層/八層,,23,3387,1,1,0,24.805527023681982,120.9699994954708,無,,總價/總面積,其他增建;,"157,137",bt_06.png,商業用,1,17,,39.14,lWi6sPqXxWGKdhHRoOkyKFkeIEbJay5tsYiPsdVHQSE=,房地(土地+建物),"6,150,000",1,O01,Biz,2,1廳1衛
商,,０５３９之６號十三樓#經國路二段５３９之６號十三樓,住宅大樓(11層含以上有電梯),,49.36%,O,,,111/11/13,有,,十三層/十三層,,16,3388,2,1,1,24.803961546515872,120.95582572830943,有,,總價/總面積,陽台外推;,"338,446",bt_05.png,住家用,1,111,,32.80,yr7f5tmS4bDtvru9NWioqfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"11,100,000",1,O01,Biz,2,2房2廳1衛
住,,建功一路０４７巷００２６號３樓#建功一路４７巷２６號３樓,公寓(5樓含以下無電梯),,100.00%,O,,,111/11/13,無,,三層/五層,,,3389,2,1,0,24.79835222774221,120.99654811279987,無,,總價/總面積,,"433,369",bt_01.png,住家用,1,130,,22.96,F2jPcAIyLi6HQHQRGj8DwvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,950,000",1,O01,Biz,2,3房2廳2衛
商,,西大路６４８巷００１３號５樓之２#西大路６４８巷１３號５樓之２,華廈(10層含以下有電梯),,59.63%,O,,,111/11/07,有,,五層/五層,,28,3390,1,1,0,24.808495451054103,120.9613733076699,無,,總價/總面積,,"211,755",bt_06.png,住家用,1,13,,16.53,fd7+jUyKj0fJ2SSsvcGYXvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"3,500,000",1,O01,Biz,2,1房1衛
商,,民生路０１６６號１１樓之４#民生路１６６號１１樓之４,住宅大樓(11層含以上有電梯),皇昱京都NO11民生錄,63.02%,O,T8aulW+1zHS2/fC/8LxDNvPJxFjSDt/iFD+qSYGSt/Q=,,111/11/24,有,,十一層/十二層,,26,3391,1,1,1,24.810936362321872,120.97677407100387,有,,總價/總面積,陽台外推;,"251,428",bt_05.png,住家用,1,22,,31.42,T8aulW+1zHS2/fC/8LxDNvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"7,900,000",1,O01,Biz,2,3房2廳2衛
商,,中山路００２５號#中山路２５號,透天厝,,,O,,,111/11/25,無,,全/二層,,67,3392,2,1,0,24.80550841075744,120.96734861519315,無,,總價/總面積,其他增建;,,bt_02.png,住商用,1,11,,68.84,uSTlVn49D4gYeYtlOUf19/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"29,800,000",1,O01,Biz,2,5房3廳3衛
商,,牛埔路０４９８號#牛埔路４９８號,透天厝,,,O,,,111/11/25,無,,全/四層,,53,3393,1,1,0,24.796381438304948,120.94102213262964,無,,總價/總面積,一樓空地增建,,bt_02.png,,1,10,,73.26,1FhDxnoxyCo65e62ss9KxfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"16,500,000",1,O01,Biz,2,5房2廳3衛
商,,東大路四段０１５３號#東大路四段１５３號,透天厝,,,O,,,111/11/10,無,,全/三層,,,3394,2,1,0,24.843849449440253,120.9308578915571,無,,總價/總面積,二親等間之買賣,,bt_02.png,住家用,1,10,,55.73,ywfdZMm44Pkn74v5S+yxqPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"3,980,000",1,O01,Biz,2,5房2廳4衛
住,,光復路１段５７６巷０１６弄０００５號５樓#光復路１段５７６巷１６弄５號５樓,公寓(5樓含以下無電梯),,76.68%,O,,,111/11/26,無,,五層/五層,,28,3395,1,1,0,24.791517404671726,121.00742757942402,有,,總價/總面積,陽台外推;,"276,195",bt_01.png,住家用,1,45,,35.12,3gF9sPcpGgr7e6zEx8SOZPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,700,000",1,O01,Biz,2,3房2廳2衛
其他,,中華路一段３８４巷００２弄０００６號六樓#中華路一段３８４巷２弄６號六樓,住宅大樓(11層含以上有電梯),,48.74%,O,,,111/11/27,有,,六層/十四層,,13,3396,1,1,2,24.813438361798926,120.98518179703998,有,,總價/總面積,陽台外推;,"381,990",bt_05.png,住家用,1,56,,67.28,PfUokVpBxbH5sbBlW9A+MPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"25,700,000",1,O01,Biz,2,4房2廳2衛
,乙種建築用地,金雅八街０００６號九樓#金雅八街６號九樓,華廈(10層含以下有電梯),,43.06%,O,,364,111/11/17,有,60.57%,九層/十層,,,3397,1,1,2,24.826175085606504,120.9683226061126,有,,(總價-車位總價)/(總面積-車位總面積),預售屋、或土地及建物分件登記案件;,"466,942",bt_06.png,其他,1,49,,61.64,bMh6uFZfYdGm/dJYRsc3YPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"24,100,000",1,O01,Biz,2,3房2廳2衛
,丁種建築用地,景觀大道０２５６之１５號#景觀大道２５６之１５號,透天厝,,,O,,,111/11/28,有,,全/四層,,,3398,3,1,0,24.782346204691535,120.95321265943225,無,,總價/總面積,未來會成立管理組織。,,bt_02.png,工業用,1,73,,"3,638.17",2keUvGoEPgOBFAUvjsULufPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"740,000,000",1,O01,Biz,2,8衛
,丁種建築用地,景觀大道０２５６之８號#景觀大道２５６之８號,透天厝,,,O,,,111/10/25,無,,全/一層,,,3399,3,1,0,24.782418583876378,120.95368732968006,無,,總價/總面積,未來會成立管理組織。,,bt_02.png,工業用,1,42,,50.51,DJbZdsi/LjAIqT2MqEGmHfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"29,400,000",1,O01,Biz,2,2衛
,乙種建築用地,金雅八街０００６號八樓#金雅八街６號八樓,華廈(10層含以下有電梯),,43.06%,O,,384,111/10/12,有,60.57%,八層/十層,,,3400,1,1,2,24.826175085606504,120.9683226061126,有,,(總價-車位總價)/(總面積-車位總面積),預售屋、或土地及建物分件登記案件;,"455,531",bt_06.png,其他,1,49,,61.64,BgFA4IHuUlMVUVhhdD/ksPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"23,800,000",1,O01,Biz,2,3房2廳2衛
商,,民生路０１９６號六樓之５#民生路１９６號六樓之５,住宅大樓(11層含以上有電梯),經貿天下,56.32%,O,Mp+2e8Z4bhq9G3nrX3uyuPPJxFjSDt/iFD+qSYGSt/Q=,,111/10/01,有,,六層/十二層,,32,3401,1,1,0,24.811468961492686,120.97626948818483,有,,總價/總面積,,"167,630",bt_05.png,住家用,1,22,,16.23,Mp+2e8Z4bhq9G3nrX3uyuPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,720,000",1,O01,Biz,2,1房1廳1衛
,乙種建築用地,五福路一段００１巷０１４弄０００７號#五福路一段１巷１４弄７號,透天厝,,,O,,,111/10/05,無,,全/二層,,,3402,1,1,0,24.743087538854176,120.9093910101227,無,,總價/總面積,其他增建;,,bt_02.png,住家用,1,10,,32.67,e9ZRQI4qHctFb9N9UDk3dfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"4,500,000",1,O01,Biz,2,4房2廳4衛
住,,大學路１０３１號７樓之５#大學路１０３１號７樓之５,華廈(10層含以下有電梯),,56.50%,O,,,111/10/15,有,,七層/七層,,23,3403,1,1,0,24.790027858077966,120.99800219290255,有,,總價/總面積,,"280,436",bt_06.png,辦公用,1,22,,8.91,0O2PjCPm3IZFBTjeMzkC6PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,500,000",1,O01,Biz,2,1房1衛
住,,光復路一段３６７巷０５０弄０００４號#光復路一段３６７巷５０弄４號,華廈(10層含以下有電梯),林園意境,69.55%,O,NHdh4PWv8ddxnu4+1JCG6PPJxFjSDt/iFD+qSYGSt/Q=,,111/10/03,有,,一層/五層,,29,3404,1,1,0,24.782172054224755,121.01638692032677,無,,總價/總面積,,"378,370",bt_06.png,住家用,1,44,,34.36,NHdh4PWv8ddxnu4+1JCG6PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"13,000,000",1,O01,Biz,2,3房1廳2衛
住,,關新路０２１１號五樓之５#關新路２１１號五樓之５,住宅大樓(11層含以上有電梯),新竹一號,45.79%,O,DSc1ww9q9jXFRGzUi6VL7PPJxFjSDt/iFD+qSYGSt/Q=,,111/10/02,有,,五層/二十一層,,12,3405,1,1,2,24.787715275203794,121.0194139731991,有,,總價/總面積,,"454,069",bt_05.png,住家用,1,73,,74.00,DSc1ww9q9jXFRGzUi6VL7PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"33,600,000",1,O01,Biz,2,4房2廳2衛
商,,經國路二段０１１１號四樓之３#經國路二段１１１號四樓之３,住宅大樓(11層含以上有電梯),,49.36%,O,,,111/10/04,有,,四層/十二層,,25,3406,2,1,0,24.812008483602227,120.96505199692177,有,,總價/總面積,,"159,676",bt_05.png,住家用,1,29,,10.33,YdKq8KhH1JM+MvELhl6fjPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"1,650,000",1,O01,Biz,2,1房1廳1衛
商,,中山路００４６號十八樓之１#中山路４６號十八樓之１,住宅大樓(11層含以上有電梯),太睿國寶,47.50%,O,/RhUbBWMOok5BYjUMxMKzvPJxFjSDt/iFD+qSYGSt/Q=,,111/10/06,有,,十八層/二十四層,,7,3407,1,1,2,24.805815260476002,120.96680450862857,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"323,967",bt_05.png,住家用,1,68,,45.22,/RhUbBWMOok5BYjUMxMKzvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"14,650,000",1,O01,Biz,2,4房2廳2衛
商,,四維路００９２號地下一樓#四維路９２號地下一樓,住宅大樓(11層含以上有電梯),金田大樓,80.43%,O,hml22CN53N4ZamTzD3EOUPPJxFjSDt/iFD+qSYGSt/Q=,,111/10/18,有,,地下一層/十二層,,19,3408,1,1,0,24.79990936904919,120.96191007742722,有,,總價/總面積,含租約;,"59,838",bt_05.png,辦公用,1,21,,44.79,hml22CN53N4ZamTzD3EOUPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,680,000",1,O01,Biz,2,1房1廳1衛
商,,四維路００９８號地下一樓#四維路９８號地下一樓,住宅大樓(11層含以上有電梯),金田大樓,79.37%,O,hml22CN53N4ZamTzD3EOUFkeIEbJay5tsYiPsdVHQSE=,,111/10/18,有,,地下一層/十二層,,19,3409,1,1,0,24.79990936904919,120.96191007742722,有,,總價/總面積,含租約;,"92,843",bt_05.png,商業用,1,21,,57.08,hml22CN53N4ZamTzD3EOUFkeIEbJay5tsYiPsdVHQSE=,房地(土地+建物),"5,300,000",1,O01,Biz,2,1廳1衛
住,,武陵路００３８號１６樓之２#武陵路３８號１６樓之２,住宅大樓(11層含以上有電梯),正群天下,61.65%,O,NldpxU9WPdfgzn1JPQk02/PJxFjSDt/iFD+qSYGSt/Q=,,111/10/10,有,69.52%,十六層/十九層,,25,3410,1,1,1,24.816170350390728,120.96372527390571,有,,總價/總面積,陽台外推;,"252,972",bt_05.png,住家用,1,54,,65.94,NldpxU9WPdfgzn1JPQk02/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,680,000",1,O01,Biz,2,4房2廳2衛
商,,自由路０９５巷０１８弄０００５號６樓之２#自由路９５巷１８弄５號６樓之２,華廈(10層含以下有電梯),,66.56%,O,,,111/10/24,有,,六層/七層,,,3411,1,1,0,24.813112587629064,120.9790587093272,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"44,810",bt_06.png,住家用,1,18,,16.67,b9q3yavHqChpd+s00bnqlPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"747,139",1,O01,Biz,2,1房1廳1衛
,甲種建築用地,海埔路２００巷０１４１號#海埔路２００巷１４１號,透天厝,,,O,,,111/10/20,無,,全/四層,,17,3412,1,1,0,24.82378425633264,120.92332082227026,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,,bt_02.png,住家用,1,10,,58.92,zAEh3iS4HR8bWK1iJGv0cfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"1,604,509",1,O01,Biz,2,6房2廳4衛
住,,科學園路１０７巷０００１號二樓之２#科學園路１０７巷１號二樓之２,華廈(10層含以下有電梯),,48.22%,O,,,111/10/08,有,63.51%,二層/六層,,15,3413,1,1,1,24.78468249178947,121.01119515214137,有,,總價/總面積,,"355,471",bt_06.png,住家用,1,43,,46.92,YRGZQ23Fl55B6epJUZ0anfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,680,000",1,O01,Biz,2,2房2廳2衛
住,,磐石路００４５號四樓之３#磐石路４５號四樓之３,華廈(10層含以下有電梯),,56.58%,O,,,111/10/26,有,,四層/七層,,28,3414,1,1,0,24.808728967668824,120.95690222490221,無,,總價/總面積,,"185,722",bt_06.png,住家用,1,13,,12.26,1ITOxHmFQhWaZojmVMknUPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,277,000",1,O01,Biz,2,1房1衛
住,,光復路一段０４１巷０００９號五樓之１０#光復路一段４１巷９號五樓之１０,華廈(10層含以下有電梯),,40.17%,O,,,111/10/09,有,46.84%,五層/七層,,15,3415,1,1,1,24.78084357247888,121.02547510975297,有,,總價/總面積,,"501,240",bt_06.png,辦公用,1,24,,12.57,FWeWW8rjp+GI6TRUBun1R/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"6,300,000",1,O01,Biz,2,1房1廳1衛
住,,學府路４４１巷０００６之１號#學府路４４１巷６之１號,透天厝,,,O,,,111/10/04,無,,全/五層,,15,3416,1,1,0,24.800762304723676,120.98655815085492,無,,總價/總面積,陽台外推;頂樓加蓋;其他增建;,,bt_02.png,住家用,1,17,,69.55,ROS4V2B1r+U9vbdS5TWOz/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"31,500,000",1,O01,Biz,2,6房3廳4衛
住,,經國路三段００２巷００４６號４樓#經國路三段２巷４６號４樓,華廈(10層含以下有電梯),,56.33%,O,,,111/10/02,有,,四層/九層,,24,3417,1,1,1,24.80075553296994,120.953017825104,有,,總價/總面積,,"263,458",bt_06.png,住家用,1,38,,39.85,ojnEAnVXqVhqOojd9oKrd/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"10,500,000",1,O01,Biz,2,3房2廳2衛
住,,金山二十三街００９３號六樓之２#金山二十三街９３號六樓之２,華廈(10層含以下有電梯),,63.77%,O,,,111/10/02,有,,六層/六層,,17,3418,1,1,0,24.774694930152787,121.0262550793829,有,,總價/總面積,夾層;,"443,712",bt_06.png,住家用,1,22,,8.16,b0bpMLRtxmZ04sqKbIFYivPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"3,620,000",1,O01,Biz,2,1房1廳1衛
住,,東大路四段０２８８號三樓之３#東大路四段２８８號三樓之３,住宅大樓(11層含以上有電梯),天際,46.32%,O,6VrES1gtsuQGwWDuBN/eBPPJxFjSDt/iFD+qSYGSt/Q=,,111/10/06,有,,三層/十三層,,12,3419,1,1,1,24.845708134191106,120.92833374839842,有,,總價/總面積,,"171,131",bt_05.png,住家用,1,48,,26.88,6VrES1gtsuQGwWDuBN/eBPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"4,600,000",1,O01,Biz,2,1房1廳1衛
住,,高峰路１６４巷００２４號#高峰路１６４巷２４號,透天厝,,,O,,,111/10/04,無,,全/二層,,35,3420,2,1,0,24.78697410366174,120.97500824328876,無,,總價/總面積,頂樓加蓋;其他增建;,,bt_02.png,住家用,1,13,,62.24,kkbKtFXPHKQVHONpd5S9B/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"17,000,000",1,O01,Biz,2,6房4廳4衛
其他,,舊港０１４６號#舊港１４６號,透天厝,,,O,,,111/10/30,無,,全/二層,,39,3421,1,1,0,24.843330905214316,120.94298866787722,無,,總價/總面積,,,bt_02.png,住家用,1,9,,29.48,3SvJauqEzPhX5sEaR1vAq/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,100,000",1,O01,Biz,2,4房2廳2衛
商,,光復路一段２６８巷００１２號１０樓之３#光復路一段２６８巷１２號１０樓之３,住宅大樓(11層含以上有電梯),,50.73%,O,,,111/10/08,有,,十層/十六層,,27,3422,1,1,1,24.78258679994253,121.02096583364983,有,,總價/總面積,,"281,233",bt_05.png,住家用,1,60,,46.94,GMEIk2h5vyUbU6JRoxQj+fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"13,200,000",1,O01,Biz,2,3房2廳2衛
住,,建功一路０４９巷００２７號五樓#建功一路４９巷２７號五樓,公寓(5樓含以下無電梯),,100.00%,O,,,111/10/16,無,,五層/五層,,38,3423,2,1,0,24.79835222774221,120.99654811279987,無,,總價/總面積,含租約;,"368,036",bt_01.png,住家用,1,130,,22.96,65z1rxus6cOh8YOcY8EOwPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"8,450,000",1,O01,Biz,2,4房1廳2衛
住,,經國路一段３１５巷０１０弄０００３號#經國路一段３１５巷１０弄３號,透天厝,,,O,,,111/10/26,無,,全/二層,,50,3424,1,1,0,24.813925745367417,120.98373750272803,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,,bt_02.png,住家用,1,10,,14.94,IVF1Ev9nhOyGs+2A09N8P/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"4,000,000",1,O01,Biz,2,4房2廳2衛
住,,埔頂路０１３３號４樓之１#埔頂路１３３號４樓之１,華廈(10層含以下有電梯),,68.89%,O,,,111/10/28,有,,四層/八層,,27,3425,4,1,0,24.794912084654595,121.00901026500098,有,,總價/總面積,,"330,469",bt_06.png,住家用,1,63,,18.16,OgjlR9Jh8ZnlxUvSNjBByvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,000,000",1,O01,Biz,2,2房1廳1衛
住,,民享一街０２２巷００２３號#民享一街２２巷２３號,透天厝,,,O,,,111/10/06,無,,全/二層,,34,3426,1,1,0,24.783283227547333,121.00847538676169,無,,總價/總面積,,,bt_02.png,住家用,1,10,,44.50,AhaCCHHsJzDsIGvstQZ0HvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"19,500,000",1,O01,Biz,2,4房2廳2衛
住,,大學路１０３１號５樓之１３#大學路１０３１號５樓之１３,華廈(10層含以下有電梯),梅竹芳鄰,56.55%,O,OiZn7pFWII9fBgQtzJxT1PPJxFjSDt/iFD+qSYGSt/Q=,,111/10/29,有,,五層/七層,,23,3427,1,1,0,24.790027858077966,120.99800219290255,有,,總價/總面積,含租約;,"260,456",bt_06.png,辦公用,1,22,,9.98,OiZn7pFWII9fBgQtzJxT1PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,600,000",1,O01,Biz,2,1房1衛
住,,中山路６４０巷０４４７號#中山路６４０巷４４７號,透天厝,博士郡第一國宅,,O,6mOQNycmosTLulywAGMVkPPJxFjSDt/iFD+qSYGSt/Q=,,111/10/14,無,,全/五層,,13,3428,2,1,0,24.794209255488447,120.9513685839804,無,,總價/總面積,陽台外推;,,bt_02.png,住家用,1,16,,77.77,6mOQNycmosTLulywAGMVkPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"22,400,000",1,O01,Biz,2,4房3廳6衛
其他,,光復路二段１５５巷０１０弄００２５號二樓之１１#光復路二段１５５巷１０弄２５號二樓之１１,華廈(10層含以下有電梯),金摩登商務套房,64.95%,O,tdjKbsYwlw8kxjluQR0pffPJxFjSDt/iFD+qSYGSt/Q=,,111/10/22,有,,二層/七層,,16,3429,3,1,0,24.797891592491702,120.99200826776516,有,,總價/總面積,,"486,397",bt_06.png,辦公用,1,29,,11.72,tdjKbsYwlw8kxjluQR0pffPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,700,000",1,O01,Biz,2,1房1廳1衛
住,,北新街０１３１號八樓之１８#北新街１３１號八樓之１８,華廈(10層含以下有電梯),采舍新世界,48.83%,O,DhnRTwnjvPszmmwo72HUTPPJxFjSDt/iFD+qSYGSt/Q=,,111/10/13,有,,八層/十層,,14,3430,2,1,1,24.80313081621968,120.95549961400923,有,,總價/總面積,,"366,919",bt_06.png,辦公用,1,51,,17.06,DhnRTwnjvPszmmwo72HUTPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"6,260,000",1,O01,Biz,2,2房2廳1衛
商,,中華路一段０２８９號二樓之９#中華路一段２８９號二樓之９,住宅大樓(11層含以上有電梯),,48.99%,O,,,111/10/22,有,,二層/十五層,,9,3431,1,1,1,24.809899149292992,120.98536026865123,有,,總價/總面積,陽台外推;,"388,357",bt_05.png,住家用,1,78,,46.35,KN7zlffjlITRRe38eykB4/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"18,000,000",1,O01,Biz,2,3房2廳2衛
住,,光復路一段０８９巷０１７１之１０號５樓之２　#光復路一段８９巷１７１之１０號５樓之２　,華廈(10層含以下有電梯),,78.44%,O,,,111/10/28,有,,五層/五層,,23,3432,1,1,0,24.777538995019626,121.0260578947234,有,,總價/總面積,,"345,352",bt_06.png,住家用,1,22,,16.45,rMvJV5dsSwS93wlc1Az84/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,680,000",1,O01,Biz,2,1房1廳1衛
住,,育德街００４５號#育德街４５號,透天厝,,,O,,,111/10/08,無,,全/二層,,34,3433,1,1,0,24.795290925120185,120.94622507677657,無,,總價/總面積,,,bt_02.png,住家用,1,10,,39.81,BYRPAfTUjmrobbS1jUJLRPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"14,380,000",1,O01,Biz,2,7房2廳2衛
住,,中華路四段２４６巷００３１號#中華路四段２４６巷３１號,透天厝,,,O,,,111/10/14,無,,全/二層,,,3434,1,1,0,24.794921063325784,120.94709560195538,無,,總價/總面積,,,bt_02.png,住家用,1,10,,40.42,ovH9qeqEDLZhXfPMtt81XvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"12,800,000",1,O01,Biz,2,6房2廳3衛
商,,勝利路０３０６之２號三樓之４#勝利路３０６之２號三樓之４,華廈(10層含以下有電梯),,73.15%,O,,,111/10/15,有,,三層/五層,,16,3435,1,1,0,24.802266329171015,120.96383812254139,有,,總價/總面積,,"298,955",bt_06.png,住家用,1,11,,7.53,WBKDsUA01dwjQTGJb1TKePPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,250,000",1,O01,Biz,2,1房1廳1衛
