AA11,AA12,a,b,bn,bs,city,commid,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,mark,msg,note,p,pimg,pu,punit,r,reid,s,sq,t,tp,tunit,twn,type,unit,v
住,,龍山西路０１１８號九樓#龍山西路１１８號九樓,住宅大樓(11層含以上有電梯),,60.87%,O,,,111/11/16,有,,九層/十四層,,10,3325,1,1,0,24.791029724698213,121.00972207991866,有,,總價/總面積,,"436,592",bt_05.png,住家用,1,46,,25.20,jZ1nnWSotxyX9yWTu56AyPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"11,000,000",1,O01,Biz,2,2房2衛
商,,林森路０２７５號１７樓之３#林森路２７５號１７樓之３,住宅大樓(11層含以上有電梯),,34.01%,O,,,111/11/24,有,,十七層/十七層,,26,3326,1,1,1,24.797345383926658,120.9624350684097,有,,總價/總面積,,"214,327",bt_05.png,辦公用,1,50,,19.04,AIL4cT9uWc1hd1znChgHUvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"4,080,000",1,O01,Biz,2,
商,,東前街００４５號五樓之１#東前街４５號五樓之１,住宅大樓(11層含以上有電梯),東門喆喆,50.90%,O,87vNRje4oOpMes/5qTugGPPJxFjSDt/iFD+qSYGSt/Q=,,111/11/30,有,63.13%,五層/十一層,,1,3327,1,1,1,24.80392843636527,120.9675666362025,有,,總價/總面積,,"435,200",bt_05.png,住家用,1,21,,28.72,87vNRje4oOpMes/5qTugGPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"12,500,000",1,O01,Biz,2,1房1廳1衛
住,,武陵路１７５巷０００５號６樓之１#武陵路１７５巷５號６樓之１,住宅大樓(11層含以上有電梯),荷蘭村B區,50.16%,O,vUiTMHQ4DA8GU+DV15HxVPPJxFjSDt/iFD+qSYGSt/Q=,,111/11/26,有,,六層/二十層,,24,3328,2,1,1,24.821967517354913,120.96720580478681,有,,總價/總面積,,"285,597",bt_05.png,住家用,1,177,,49.02,vUiTMHQ4DA8GU+DV15HxVPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"14,000,000",1,O01,Biz,2,3房2廳2衛
住,,牛埔路０１３１號五樓#牛埔路１３１號五樓,住宅大樓(11層含以上有電梯),未來21,46.45%,O,KQ/c5aYf2Nu1h7jTNrXNPvPJxFjSDt/iFD+qSYGSt/Q=,,111/11/20,有,67.76%,五層/十五層,,15,3329,1,1,1,24.79920213692964,120.95152489063915,有,,總價/總面積,,"223,964",bt_05.png,住家用,1,95,,31.48,KQ/c5aYf2Nu1h7jTNrXNPvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"7,050,000",1,O01,Biz,2,1房1廳1衛
住,,大學路０８１巷００３弄００１１之１號１樓#大學路８１巷３弄１１之１號１樓,公寓(5樓含以下無電梯),,77.92%,O,,,111/11/26,無,,一層/五層,,33,3330,2,1,0,24.788357536373045,121.00339227059058,無,,總價/總面積,其他增建為一樓空地採光罩其他增建;,"347,078",bt_01.png,住家用,1,16,,18.73,YWsv+YUpjgq1GyG8jDiwr/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,500,000",1,O01,Biz,2,2房1廳2衛
其他,,東明街０２１５之１號#東明街２１５之１號,透天厝,,,O,,,111/11/20,無,,全/五層,,14,3331,2,1,0,24.80137644045529,120.98876378523147,有,,總價/總面積,,,bt_02.png,住商用,1,30,,76.63,+Y39M6ytLuwOLg3QrOV8MPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"31,780,000",1,O01,Biz,2,5房3廳5衛
住,,關新路０１８８號二十四樓之１０#關新路１８８號二十四樓之１０,住宅大樓(11層含以上有電梯),一極,51.30%,O,YGxdDAsGfJZ+3ZZEYGysYvPJxFjSDt/iFD+qSYGSt/Q=,,111/11/14,有,,二十四層/二十四層,,11,3332,1,1,1,24.787146369654533,121.02025452662436,有,,總價/總面積,,"520,030",bt_05.png,住家用,1,95,,50.00,YGxdDAsGfJZ+3ZZEYGysYvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"26,000,000",1,O01,Biz,2,2房2廳2衛
,丙種建築用地,明湖路１００８巷０２９弄０００４號#明湖路１００８巷２９弄４號,透天厝,,,O,,,111/11/15,無,,全/二層,,,3333,1,1,0,24.766217494214313,120.97665384781472,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,,bt_02.png,其他,1,9,,31.77,E5a4dL1CH86q/pN+oJdIcPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,000,000",1,O01,Biz,2,6房2廳4衛
住,,光華南街００７６之１號３樓#光華南街７６之１號３樓,華廈(10層含以下有電梯),,69.75%,O,,,111/11/19,有,,三層/七層,,30,3334,1,1,0,24.81667771524205,120.97189612263685,有,,總價/總面積,,"241,848",bt_06.png,住家用,1,21,,25.84,p2WjrZGZg65w6Nx9wqQFcvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,250,000",1,O01,Biz,2,3房1廳3衛
住,,光華二街００１８號８樓#光華二街１８號８樓,華廈(10層含以下有電梯),,57.40%,O,,,111/11/29,有,,八層/九層,,23,3335,1,1,1,24.817391445577933,120.97453720694241,有,,總價/總面積,,"298,641",bt_06.png,住家用,1,41,,53.58,yBIIU7GvgsvxwXmADa3JLPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,000,000",1,O01,Biz,2,4房2廳2衛
商,,英明街０００５號七樓之１１#英明街５號七樓之１１,華廈(10層含以下有電梯),典藏大同,39.13%,O,ze0h/3pZ6PA4+gTXWiBVY/PJxFjSDt/iFD+qSYGSt/Q=,,111/11/21,有,,七層/八層,,16,3336,1,1,1,24.806483527216386,120.96750662278674,有,,總價/總面積,陽台加窗其他增建;,"386,116",bt_06.png,辦公用,1,21,,14.71,ze0h/3pZ6PA4+gTXWiBVY/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"5,680,000",1,O01,Biz,2,1房1廳1衛
商,,立鵬路００９０號二十樓#立鵬路９０號二十樓,住宅大樓(11層含以上有電梯),,55.12%,O,,,111/11/27,有,,二十層/二十七層,,8,3337,1,1,1,24.790469863854362,121.01109676978699,有,,總價/總面積,陽台外推;,"492,506",bt_05.png,住家用,1,83,,75.13,hJ/BEMFGZy05AWr4zQS16fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"37,000,000",1,O01,Biz,2,4房2廳2衛
住,,民生路０１０巷００２７號#民生路１０巷２７號,透天厝,,,O,,,111/11/21,無,,全/四層,,43,3338,1,1,0,24.808011561364825,120.98006850558255,無,,總價/總面積,,,bt_02.png,住家用,1,26,,134.51,XCLv88uDLULbrL20ZLbh0PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"66,810,000",1,O01,Biz,2,10房5廳7衛
住,,東大路二段１７３巷００２弄００４２號#東大路二段１７３巷２弄４２號,透天厝,,,O,,,111/11/25,無,,全/二層,,,3339,1,1,0,24.815276662298956,120.96427949370538,無,,總價/總面積,頂樓加蓋;其他增建;,,bt_02.png,住家用,1,10,,31.31,GODkYFUysURYuof72wbV6PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"10,500,000",1,O01,Biz,2,3房2廳2衛
住,,中華路四段２７０巷００４６號#中華路四段２７０巷４６號,透天厝,,,O,,,111/11/16,無,,全/二層,,,3340,3,1,0,24.795841310186542,120.94521599904944,無,,總價/總面積,,,bt_02.png,住家用,1,20,,42.12,tmoM1jk+zLrYKJfZv07DAvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"25,800,000",1,O01,Biz,2,5房2廳3衛
住,,０８９２之１號#中華路五段８９２之１號,透天厝,,,O,,,111/11/16,無,,全/四層,,7,3341,3,1,0,24.76102005901666,120.91202794454377,有,,總價/總面積,,,bt_02.png,住商用,1,24,,70.89,07s6FB7g/5VxjMLgXLhybvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"18,300,000",1,O01,Biz,2,3房2廳4衛
商,,南大路０２０７號#南大路２０７號,透天厝,,,O,,,111/11/11,無,,全/三層,,,3342,1,1,0,24.79919846391705,120.97267155063591,無,,總價/總面積,其他增建;含租約;,,bt_02.png,住商用,1,12,,115.23,rg8PNpIVv1ICcqFpP6PqU/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"30,350,000",1,O01,Biz,2,3房3廳3衛
住,,中山路３７８巷０３２弄０００６號七樓之５#中山路３７８巷３２弄６號七樓之５,華廈(10層含以下有電梯),維也納,37.81%,O,AAVOYbdVmOZ/+8v0WHonIfPJxFjSDt/iFD+qSYGSt/Q=,,111/11/30,有,46.20%,七層/十層,,6,3343,1,1,1,24.80151538094533,120.95787404100875,有,,總價/總面積,陽台外推;,"323,167",bt_06.png,住家用,1,30,,44.25,AAVOYbdVmOZ/+8v0WHonIfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"14,300,000",1,O01,Biz,2,3房2廳2衛
住,,西濱路一段０１８７號八樓之３#西濱路一段１８７號八樓之３,住宅大樓(11層含以上有電梯),協勝ohiyo花漾城,45.19%,O,DFlGXvBK747BL1cccl9MjvPJxFjSDt/iFD+qSYGSt/Q=,,111/11/21,有,63.48%,八層/十五層,,,3344,1,1,1,24.833889374098753,120.927588639092,無,,總價/總面積,社區尚未成立管理委員會,"241,831",bt_05.png,住家用,1,59,,39.08,DFlGXvBK747BL1cccl9MjvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"9,450,000",1,O01,Biz,2,2房2廳1衛
商,,八德路０１９９號八樓#八德路１９９號八樓,住宅大樓(11層含以上有電梯),一品大觀,54.35%,O,O0LB0UA9yYwO48tSESqFBPPJxFjSDt/iFD+qSYGSt/Q=,,111/11/07,有,,八層/十四層,,14,3345,1,1,2,24.804039619158488,120.98573682414712,有,,總價/總面積,,"383,253",bt_05.png,辦公用,1,141,,93.10,O0LB0UA9yYwO48tSESqFBPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"35,680,000",1,O01,Biz,2,4房2廳3衛
,乙種建築用地,延平路二段０３９１號八樓之１#延平路二段３９１號八樓之１,華廈(10層含以下有電梯),,46.98%,O,,,111/11/26,有,63.27%,八層/八層,,4,3346,1,1,1,24.807600793149632,120.93337067694122,有,,總價/總面積,,"250,889",bt_06.png,住家用,1,64,,38.66,Q2CAQHsngOkGUZo4VS92v/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"9,700,000",1,O01,Biz,2,2房1廳1衛
,乙種建築用地,延平路一段４０６巷００５０號#延平路一段４０６巷５０號,透天厝,,,O,,,111/11/09,無,,全/二層,,42,3347,2,1,0,24.805774379418462,120.94972210389348,無,,總價/總面積,,,bt_02.png,住家用,1,25,,40.74,6/fpEG2joGHqGMjzVY3wf/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,000,000",1,O01,Biz,2,4房3廳3衛
其他,,中華路一段３８４巷００２弄０００８號十四樓#中華路一段３８４巷２弄８號十四樓,住宅大樓(11層含以上有電梯),,54.14%,O,,,111/11/22,有,,十四層/十四層,,13,3348,1,1,1,24.813438361798926,120.98518179703998,有,,總價/總面積,鐵鋁窗增建陽台外推;,"424,750",bt_05.png,住家用,1,56,,51.94,rjaLc4g9EOS9t8ZGSrmGtPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"22,060,000",1,O01,Biz,2,2房2廳2衛
,丙種建築用地,香檳五街００７０號#香檳五街７０號,透天厝,,,O,,,111/11/29,無,,全/一層,,40,3349,2,2,0,24.77919443088754,120.95075141199602,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,,bt_02.png,住家用,1,17,,52.09,9b3MvV+HfBw+ZmuyZ2ItSvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"11,000,000",1,O01,Biz,2,6房2廳2衛
商,,龍山東路００３３號十八樓#龍山東路３３號十八樓,住宅大樓(11層含以上有電梯),興世代,48.47%,O,2UFVeMoCaJtUzhUhOxr1u/PJxFjSDt/iFD+qSYGSt/Q=,130,111/11/11,有,60.04%,十八層/二十三層,,7,3350,2,1,1,24.78962110350966,121.01198680344439,有,,(總價-車位總價)/(總面積-車位總面積),,"540,433",bt_05.png,住家用,1,68,,41.16,2UFVeMoCaJtUzhUhOxr1u/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"19,260,000",1,O01,Biz,2,2房2廳1衛
住,,嘉濱路０００７之３號#嘉濱路７之３號,透天厝,荷風堂,,O,vPhw+l7tFcgXD5drzQ+R+vPJxFjSDt/iFD+qSYGSt/Q=,,111/11/26,無,,全/四層,,15,3351,2,1,0,24.840787133156667,120.92743621392034,無,,總價/總面積,,,bt_02.png,住家用,1,16,,60.84,vPhw+l7tFcgXD5drzQ+R+vPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"13,300,000",1,O01,Biz,2,5房2廳3衛
,丙種建築用地,五福路一段０１９巷０２４弄０００７號#五福路一段１９巷２４弄７號,透天厝,,,O,,,111/11/24,無,,全/四層,,25,3352,2,1,0,24.745138231188538,120.91136683803923,有,,總價/總面積,,,bt_02.png,住家用,1,33,,43.31,KEVbNtmLjTzg06pl1g6O3fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,550,000",1,O01,Biz,2,3房2廳3衛
住,,延平路三段３３５巷００１弄０００８號#延平路三段３３５巷１弄８號,華廈(10層含以下有電梯),,74.60%,O,,,111/11/16,有,,"一層,地下層/五層",,30,3353,1,1,1,24.834820079382357,120.92916119359808,有,,總價/總面積,夾層;其他增建;,"113,279",bt_06.png,住家用,1,46,,54.73,5yd14kwkSBofJZifoT15UPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"6,200,000",1,O01,Biz,2,6房2廳3衛
住,,成德路０００１號五樓#成德路１號五樓,華廈(10層含以下有電梯),,60.08%,O,,,111/11/25,有,,五層/五層,,28,3354,2,1,1,24.795131795763606,120.95662998981715,無,,總價/總面積,,"181,431",bt_06.png,住家用,1,52,,36.71,puYNFb7XKRkLOdeAoF5DxPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"6,660,000",1,O01,Biz,2,3房2廳2衛
住,,牛埔路０７８巷００３６號#牛埔路７８巷３６號,透天厝,,,O,,,111/11/23,無,,全/五層,,10,3355,1,1,0,24.799808077387425,120.95476887276276,無,,總價/總面積,,,bt_02.png,住家用,1,8,,72.53,LYuTrM+0UnxSxOhE0eZgtPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"22,000,000",1,O01,Biz,2,3房4廳5衛
商,,林森路００７３號５樓之６#林森路７３號５樓之６,住宅大樓(11層含以上有電梯),統領名廈,78.61%,O,9mln3pCxNLhz+Xg42Fj30fPJxFjSDt/iFD+qSYGSt/Q=,,111/11/03,有,,五層/十二層,,34,3356,1,1,0,24.800985115495102,120.96762674789728,有,,總價/總面積,,"251,583",bt_05.png,住家用,1,19,,7.95,9mln3pCxNLhz+Xg42Fj30fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,000,000",1,O01,Biz,2,1房1廳1衛
住,,光復路一段４０３巷００８弄０００８之１號５樓#光復路一段４０３巷８弄８之１號５樓,公寓(5樓含以下無電梯),甫園五期,56.97%,O,i7Zm785bIBjARR8CzTjItvPJxFjSDt/iFD+qSYGSt/Q=,,111/11/17,無,,五層/五層,,29,3357,1,1,1,24.78340003562718,121.01555635446981,有,,總價/總面積,,"229,193",bt_01.png,住家用,1,60,,38.83,i7Zm785bIBjARR8CzTjItvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"8,900,000",1,O01,Biz,2,3房2廳2衛
商,,長安街００４３號四樓之５#長安街４３號四樓之５,公寓(5樓含以下無電梯),月光寶盒,67.72%,O,ZMKrScK+TvCvXKZZYbPFXfPJxFjSDt/iFD+qSYGSt/Q=,,111/11/22,無,,四層/五層,,16,3358,1,1,0,24.805823939112084,120.96526145011676,有,,總價/總面積,,"236,896",bt_01.png,住家用,1,17,,9.29,ZMKrScK+TvCvXKZZYbPFXfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,200,000",1,O01,Biz,2,1房1衛
住,,培英街００１１號５樓#培英街１１號５樓,華廈(10層含以下有電梯),,54.35%,O,,,111/11/15,有,,五層/七層,,27,3359,1,1,0,24.79745684914733,120.97824040917938,無,,總價/總面積,含租約;,"298,612",bt_06.png,住家用,1,11,,25.65,U0XoAhUwB5WQwiXFnPOVhfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,660,000",1,O01,Biz,2,2房2衛
住,,食品路００２７號９樓之９#食品路２７號９樓之９,華廈(10層含以下有電梯),,38.53%,O,,,111/11/20,有,57.29%,九層/九層,,25,3360,2,1,1,24.80105990758569,120.98321495778549,有,,總價/總面積,陽台外推;,"245,468",bt_06.png,商業用,1,49,,22.41,63NCvfvU3y5vUvByS0toqfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"5,500,000",1,O01,Biz,2,1房1廳1衛
商,,中山路００５３號２樓#中山路５３號２樓,華廈(10層含以下有電梯),池梅園宗清,71.34%,O,nWxBVBH7SgvAA7OFVLCxkfPJxFjSDt/iFD+qSYGSt/Q=,,111/11/28,有,,二層/九層,,27,3361,2,1,0,24.805110984212266,120.96665632623271,無,,總價/總面積,,"201,617",bt_06.png,辦公用,1,13,,42.66,nWxBVBH7SgvAA7OFVLCxkfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"8,600,000",1,O01,Biz,2,2房1廳1衛
商,,林森路０２７５號９樓之１#林森路２７５號９樓之１,住宅大樓(11層含以上有電梯),家美生活家,59.95%,O,H0bjv5+ehTu11F4MRB94kPPJxFjSDt/iFD+qSYGSt/Q=,,111/11/14,有,,九層/十七層,,25,3362,1,1,0,24.797345383926658,120.9624350684097,有,,總價/總面積,,"268,684",bt_05.png,辦公用,1,50,,9.19,H0bjv5+ehTu11F4MRB94kPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,470,000",1,O01,Biz,2,1房1廳1衛
住,,埔頂路０５１８號十一樓之５#埔頂路５１８號十一樓之５,住宅大樓(11層含以上有電梯),,48.70%,O,,,111/11/20,有,55.57%,十一層/二十二層,,9,3363,1,1,1,24.792085468110706,121.01668493137264,有,,總價/總面積,,"473,101",bt_05.png,住家用,1,63,,55.80,uM6AzB+9V6ERi5Qag46j9/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"26,400,000",1,O01,Biz,2,3房2廳2衛
商,,北大路０１１１號六樓之２#北大路１１１號六樓之２,住宅大樓(11層含以上有電梯),,53.52%,O,,,111/11/21,有,59.48%,六層/十四層,,12,3364,2,1,1,24.810005066236233,120.96931588909223,有,,總價/總面積,,"469,355",bt_05.png,住家用,1,32,,82.24,4kU8q9aWVQxHqexNtScTlvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"38,600,000",1,O01,Biz,2,4房2廳2衛
住,,西濱路一段０２９５號七樓之１#西濱路一段２９５號七樓之１,華廈(10層含以下有電梯),帝閣11期,54.39%,O,M8HgDreBRmA20yuXFwl6SPPJxFjSDt/iFD+qSYGSt/Q=,,111/11/04,有,61.94%,七層/七層,,6,3365,1,1,1,24.837167627277,120.92942699219826,有,,總價/總面積,,"243,643",bt_06.png,住家用,1,32,,38.50,M8HgDreBRmA20yuXFwl6SPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"9,380,000",1,O01,Biz,2,3房2廳2衛
住,,光華二街０７２巷００３８－００２４號６樓－３#光華二街７２巷３８－２４號６樓－３,住宅大樓(11層含以上有電梯),新竹小城,71.99%,O,gW5sw7NZwHGvS3eVe3fx4vPJxFjSDt/iFD+qSYGSt/Q=,,111/11/06,有,,六層/十四層,,29,3366,2,1,0,24.816958783167205,120.97913720106823,有,,總價/總面積,,"199,048",bt_05.png,住家用,1,101,,18.59,gW5sw7NZwHGvS3eVe3fx4vPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"3,700,000",1,O01,Biz,2,1房1廳1衛
,丙種建築用地,瑞麟路００６６號#瑞麟路６６號,透天厝,,,O,,,111/11/06,無,,全/三層,,26,3367,1,1,0,24.7677500981431,120.96498528690857,有,,總價/總面積,,,bt_02.png,住家用,1,11,,68.81,oqSbDTqsvqNOS1K21QewNPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"14,380,000",1,O01,Biz,2,4房2廳3衛
商,,慈濟路０１５３號二十三樓#慈濟路１５３號二十三樓,住宅大樓(11層含以上有電梯),竹科悅揚,43.41%,O,4yRXpDefc69JL5M2Uf5kNfPJxFjSDt/iFD+qSYGSt/Q=,,111/11/06,有,56.43%,二十三層/二十四層,,2,3368,1,1,1,24.791074530971173,121.01399465715167,有,,總價/總面積,,"501,332",bt_05.png,住家用,1,116,,33.31,4yRXpDefc69JL5M2Uf5kNfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,700,000",1,O01,Biz,2,2房2廳1衛
住,,金山街０１７１號２樓之５#金山街１７１號２樓之５,公寓(5樓含以下無電梯),金山街171號,57.59%,O,6DNNA0kq/LwwdHPtuhcOfvPJxFjSDt/iFD+qSYGSt/Q=,,111/11/04,無,,二層/四層,,21,3369,1,1,0,24.776040254372493,121.02593891354618,無,,總價/總面積,陽台外推;,"340,658",bt_01.png,住家用,1,18,,10.71,6DNNA0kq/LwwdHPtuhcOfvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"3,650,000",1,O01,Biz,2,1房1廳1衛
住,,博愛街００８８號#博愛街８８號,透天厝,,,O,,,111/11/04,無,,全/二層,,49,3370,1,1,0,24.798667334651746,120.98330429723049,無,,總價/總面積,其他增建;,,bt_02.png,住家用,1,9,,41.47,HL77ziBewdXzN5T8Lt+s5PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"27,000,000",1,O01,Biz,2,6房3廳6衛
,甲種建築用地,中華路六段６４７巷００６８號一樓之１#中華路六段６４７巷６８號一樓之１,華廈(10層含以下有電梯),,66.34%,O,,,111/11/05,有,,一層/五層,,4,3371,2,1,0,24.73135512807861,120.91788125484693,有,,總價/總面積,車位位於新竹市內湖段754地號土地。陽台外推;,"190,020",bt_06.png,住家用,1,34,,35.79,Q1d8rwNRJItBYVXEqXi3+PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,800,000",1,O01,Biz,2,3房2廳2衛
住,,食品路００２７號３樓之１６#食品路２７號３樓之１６,華廈(10層含以下有電梯),,53.50%,O,,,111/11/11,有,,三層/九層,,25,3372,2,1,0,24.80105990758569,120.98321495778549,有,,總價/總面積,其他增建;,"291,461",bt_06.png,住家用,1,49,,18.25,CtBg0+g3ow63m2vaZH0yQfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,320,000",1,O01,Biz,2,1房1廳1衛
住,,埔頂三路００８１號十二樓#埔頂三路８１號十二樓,住宅大樓(11層含以上有電梯),自由曲線,54.87%,O,u5tGfvpRDMYyw4j9JFfQQ/PJxFjSDt/iFD+qSYGSt/Q=,,111/11/30,有,,十二層/十四層,,12,3373,1,1,1,24.791183189331147,121.01013748135694,有,,總價/總面積,陽台外推;,"464,863",bt_05.png,住家用,1,78,,53.35,u5tGfvpRDMYyw4j9JFfQQ/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"24,800,000",1,O01,Biz,2,3房2廳2衛
住,,長春街００７１號４樓#長春街７１號４樓,公寓(5樓含以下無電梯),甫園二期,75.80%,O,glEgKOUiCPcTjVwT7XNklvPJxFjSDt/iFD+qSYGSt/Q=,,111/11/19,無,,四層/五層,,34,3374,1,1,0,24.7865510970869,121.01495346598062,有,,總價/總面積,,"236,360",bt_01.png,其他,1,46,,33.76,glEgKOUiCPcTjVwT7XNklvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,980,000",1,O01,Biz,2,3房2廳2衛
商,,林森路０２０３號８樓之４#林森路２０３號８樓之４,住宅大樓(11層含以上有電梯),,66.91%,O,,,111/11/18,有,,八層/十二層,,31,3375,1,1,0,24.79865491578655,120.964036986266,有,,總價/總面積,,"187,336",bt_05.png,商業用,1,17,,11.32,V3QLAWdPj+05+VZDlP0Zr/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,120,000",1,O01,Biz,2,1房1廳1衛
住,,東大路三段０３２６號六樓之６#東大路三段３２６號六樓之６,華廈(10層含以下有電梯),東大HOLA,49.14%,O,quyFjhFBExEnSgSc5Q8GEPPJxFjSDt/iFD+qSYGSt/Q=,,111/11/28,有,61.10%,六層/八層,,7,3376,2,1,1,24.83487261205569,120.94703906166778,有,,總價/總面積,,"265,160",bt_06.png,住家用,1,105,,53.93,quyFjhFBExEnSgSc5Q8GEPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"14,300,000",1,O01,Biz,2,3房2廳2衛
住,,新源街０１３６號１１樓之１#新源街１３６號１１樓之１,住宅大樓(11層含以上有電梯),公學新城(甲),61.09%,O,n6CMXNqOpYKR4Mtx3MmmQPPJxFjSDt/iFD+qSYGSt/Q=,,111/11/27,有,,十一層/十二層,,25,3377,1,1,0,24.80170176686549,120.99393678024126,有,,總價/總面積,,"354,945",bt_05.png,住家用,1,198,,42.68,n6CMXNqOpYKR4Mtx3MmmQPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"15,150,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,延平路二段０３８７號八樓之２#延平路二段３８７號八樓之２,華廈(10層含以下有電梯),,48.50%,O,,,111/11/22,有,64.68%,八層/八層,,4,3378,1,1,1,24.807600793149632,120.93337067694122,有,,總價/總面積,陽台外推;,"248,856",bt_06.png,住家用,1,64,,39.78,YBPotgAEiUf+vO0rcQK7nfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"9,900,000",1,O01,Biz,2,2房2廳1衛
住,,振興路００８１號六樓#振興路８１號六樓,華廈(10層含以下有電梯),凱旋門,61.12%,O,eW/vlPQPjF4HSx8vRha7PfPJxFjSDt/iFD+qSYGSt/Q=,,111/11/12,有,,六層/八層,,29,3379,2,1,1,24.794799067967162,120.96148634633478,有,,總價/總面積,其他增建;,"204,198",bt_06.png,住家用,1,41,,45.05,eW/vlPQPjF4HSx8vRha7PfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"9,200,000",1,O01,Biz,2,3房2廳2衛
住,,關新路０１９巷００８７號十五樓#關新路１９巷８７號十五樓,住宅大樓(11層含以上有電梯),丹麥,46.78%,O,zFhbNgjM5UjNZFfB4bR/7vPJxFjSDt/iFD+qSYGSt/Q=,240,111/11/10,有,,十五層/十五層,,13,3380,3,1,2,24.784438246693217,121.01638721793165,有,,總價/總面積,陽台外推;,"472,886",bt_05.png,辦公用,1,93,,59.00,zFhbNgjM5UjNZFfB4bR/7vPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"27,900,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,花園新城街００７巷０００１號#花園新城街７巷１號,透天厝,,,O,,,111/11/15,無,,全/二層,,,3381,1,1,0,24.766425570112883,120.9794521875175,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,,bt_02.png,住家用,1,10,,31.46,NR4s8hQluJicw/qP0MXXC/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,000,000",1,O01,Biz,2,5房1廳2衛
